text,label
"There is never enough time to do everything, but there is always enough time to do the most important thing.",0
"Baked Mathri Recipe (Non Fried Tea Time Snack)The Baked Mathri Recipe is classic North Indian snack that is had with some achar (a spicy Indian pickle) along with a hot cup of chai. These snacks turn out to be lifesavers when you don't have anything in the kitchen to spice up your palate. Traditionally the maithri's are deep fried in ghee (clarified butter).Here in this recipe, I have baked them making it a healthier alternative to deep frying. Savor the  with a  , with your favorite cheese, with some salsa, top it with a mushroom white sauce for your parties, or just plain with a hot chai! Here are more snack recipes that you might also want to tryWhole Wheat Flour|Salt|Chilled butter|Whole Black Peppercorns|Ajwain (Carom seeds)|Chilled water",1
Discovery consists of seeing what everybody has seen and thinking what nobody else has thought.,0
"Herbed Tofu & Spinach In Tomato Basil Sauce RecipeIf you are looking or a comforting wholesome Continental dinner recipe then try Herbed Tofu & Spinach In Tomato Basil Sauce. Made with capsicum and spinach cooked in a herbed tomato gravy and topped with pan seared herbed tofu this is a comfort delicious meal on its own. Easy and simple to make it can easily be made for a dinner party as well. Serve Herbed Tofu & Spinach In Tomato Basil Sauce with , and for a lovely weeknight dinner. Tofu|Spinach|Red Bell pepper (Capsicum)|Onion|Garlic|Mixed Herbs (Dried)|Extra Virgin Olive Oil|Cayenne Pepper|Black pepper powder|Water|Corn flour|Salt",1
"Kale & Leeks Frittata Recipe  is an   made with egg and cheese, similar to omelette but usually loaded with cheese and vegetables or meat and typically half-cooked on the stovetop and finished off with a quick bake in the oven. This is a delicious breakfast specialty but because it is usually so loaded and wholesome with veggies, cheese and other toppings of your choice, it is fit to be a meal and can be made for brunch, lunch, or dinner too. In this recipe, kale and leeks are used.They make a great combination, especially with some good quality cheese to complement the greens. Serve the   along with buttered toast, and fruits to make a wholesome breakfast. You might also like more wholesome breakfast recipes like:Whole Eggs|Parmesan cheese|Provolone Cheese|Fresh Thyme leaves|Dried oregano|Leek|Extra Virgin Olive Oil|Garlic|Onion|Ricotta Cheese|Kale|Salt and Pepper",1
"With every experience, you alone are painting your own canvas, thought by thought, choice by choice.",0
"Spicy Lime Pickle Recipe (Naranga Achaar)Lime Pickle Recipe also known as the Naranga Achaar is delicious when homemade. The addition of jaggery to the pickle makes is unique and add a subtle sweetness that is delectable to the palate. You can make this and store it for year or more. ServeSpicy Lime Pickle Recipe (Naranga Achaar) along with  and curd. You can also serve it with , and If you like this recipe, here are a few more pickle recipes that you would also want to keep handyLemons|Water|Salt|Garlic|Ginger|Curry leaves|Mustard seeds (Rai/ Kadugu)|Methi Seeds (Fenugreek Seeds)|Red Chilli powder|Turmeric powder (Haldi)|Asafoetida (hing)|Sesame (Gingelly) Oil|Vinegar|Salt|Jaggery",1
"   - Masala Pohe Recipe   ,             .    NKGSB              .                  .                    ,         ||||  | | ||||| |",1
"      - Vegan Curried Rice With Chickpeas Recipe              .                   .                 .                     ,        |   |||| | || ",1
"If you do what you've always done, you'll get what youve always gotten.",0
You cannot travel the path until you have become the path itself.,0
"Paneer Kulcha Recipe-Cottage Cheese Stuffed Leavened FlatbreadPaneer Kulcha Recipe is a popular variety of leavened flat bread stuffed with cottage cheese and seasoned with spices. Popular in North India, especially during winters, it is usually made in a earthen oven or tandoor, over hot coals. But here's an easy recipe to teach you how to make it in your own kitchen over a stove top. The spicy paneer filling adds a perfect zing to these soft, fluffy kulchas which can be enjoyed for a weeknight dinner as well as a special Sunday lunch, ServePaneer Kulcha with  or and for lunch or dinner. Try your hand at making some other varieties of Kulcha likeAll Purpose Flour (Maida)|Sooji (Semolina/ Rava)|Sunflower Oil|Baking soda|Sugar|Salt|Kalonji (Onion Nigella Seeds)|Sunflower Oil|Green Chilli|Onions|Cumin powder (Jeera)|Salt",1
Kindness is the language which the deaf can hear and the blind can see.,0
"Tandoori Chicken Crostini RecipeTandoori chicken crostini is a fusion of Indian appetizer Tandoori Chicken, shredded and used as a topping along with various dips and vegetables on the crostini, which is a popular party appetizers from Italy. ServeTandoori Chicken Crostini Recipe as an appetiser or with a healthy pasta like and a  . Here are a few more crostinis that you can also tryCiabatta bread|Chicken|Kashmiri Red Chilli Powder|Lemon juice|Salt|Mustard oil|Chaat Masala Powder|Classic Mayonnaise (With Egg)|Lemon juice|Mixed vegetables|Green Chillies|Coriander (Dhania) Leaves",1
"Konkani Style Pathravade/Pathrode Recipe-Colocasia Leaves Snack, a masterpiece from the Konkan and Mangalorean cuisine. Pathravade is prepared using colocasia leaves. The leaves are smeared with a spicy, tangy rice and coconut paste. Its later stacked upon each other and then steam cooked. The steam cooked rolls are later relished as such with a dollop of butter or cut into slices and shallow fried in coconut oil. Serve   as a side dish along with your Konkan meal of   and   during weekday lunch or dinner. If you like this recipe, you can also try other Konkan recipes such asColocasia Leaves (Arbi)|Basmati rice|Green Moong Dal (Whole)|Chana dal (Bengal Gram Dal)|Coriander (Dhania) Seeds|Cumin seeds (Jeera)|Fresh coconut|Turmeric powder (Haldi)|Tamarind|Jaggery|Dry Red Chillies|Salt|Coconut Oil",1
"Oats and Green Moong Dal Dahi Vada Recipe Oats and Green Moong Dal Dahi Vada Recipe is one such recipe for people who craving to eat something healthy but yet nutritious.   has very distinct taste unlike the normal dahi vada that we have with urad dal. Instead deep frying the vada, here at Archanas kitchen we always make it healthy by cooking them in the Kuzhi paniyaram pan. Then we dip it in curd and sprinkle few sprouted green moong lentil on top for the extra crunch. Serve Oats and Green Moong Dal Dahi Vada Recipe as astarteror as asnackfor any festive occasion like Holi or at a Chaat Party along with , and If you like this recipe of Oats and Green Moong Dal Dahi Vada, here are a few more Vada Recipes you can try!Green Moong Dal (Whole)|White Urad Dal (Whole)|Instant Oats (Oatmeal)|Baking soda|Salt|Sugar|Water|Red Chilli powder|Coriander Powder (Dhania)",1
"   - Keema Bhindi Recipe         ,   ,        .           ,       .                  .                    ,       ||||   |   | | | |  || | ",1
"In our society, the women who break down barriers are those who ignore limits.",0
Decision is a risk rooted in the courage of being free.,0
"     - Bird Lime Stir Fry (Recipe In Hindi)                .          .                  .       ,        .                         ,      |  ||||||| ||  || ",1
"Banana-Almond Butter Bread RecipeBanana-Almond Butter Bread Recipe is a product of the Almond butter I recently fell in love with. In the wake of using the almond butter for more than just slathering my bread toast, I have come up with this interesting recipe that can be served over teatime with tea or coffee. You can use almond essence for more almond flavour or can resort to vanilla essence. I have baked it two mini loaf pans, but this quantity will yield 4 regular sized muffins. Serve Banana-Almond Butter Bread Recipe along with a cup of   and   during evening. If you like this recipe, try more recipes likeRipe Bananas|Whole Egg|Sugar|Vivatta Maida|Baking powder|Baking soda|Cinnamon Powder (Dalchini)|Salt|Vanilla Extract|Slivered Almonds (Badam)|Chocolate ganache",1
"Know, first, who you are, and then adorn yourself accordingly.",0
"To avoid criticism, do nothing, say nothing, be nothing.",0
"Kelyachi Bhaji Recipe (Raw Banana Stir Fry)Kelyachi Bhaji also known as the Kacche Kele Ki Subzi or Raw Banana Stir Fry is a simple yet healthy and delicious recipe that you can make for a quick dinner or even pack into your lunch box. The addition of coconut and onions gives this recipe a twist to the regular raw banana recipes we eat. If you like this recipe, you can also try other Dry Vegetable recipes such asRaw Banana|Onion|Fresh coconut|Turmeric powder (Haldi)|Red Chilli powder|Asafoetida (hing)|Salt|Sunflower Oil",1
"A leader is best when people barely know he exists, when his work is done, his aim fulfilled, they will say: we did it ourselves.",0
"Lemony Pasta Recipe With Roasted Shrimps is made using spaghetti pasta to which lemon zest and lemon juice is added. The shrimps are roasted separately in an oven and then tossed into cooked pasta. Spaghetti pasta is a staple food of Italian cuisine. This pasta tastes and smells divine. When I was making the lemon zest, the entire kitchen was smelling divine due to the fresh fragrance of lemon. Make sure to cook the pasta al-dente. While boiling pasta add salt to boiling water. Salt helps the pasta to better absorb the sauce. Also boil the pasta in sufficient water as too little water will make the pasta sticky. Do not break the pasta while boiling. Cook this pasta for New Years party or any party like birthday or anniversary and impress your guests. Pair   with  and make a truly delicious celebratory meal. Here're a few more recipe ideas to celebrate get togethers with PastaSpaghetti Pasta|Lemon zest|Black pepper powder|Lemon juice|Basil leaves|Extra Virgin Olive Oil|Salt|Black pepper powder|Shrimps|Extra Virgin Olive Oil|Salt|Parmesan cheese",1
"Bihari Shakarkand Bhujiya Recipe - Spicy Sweet Potato SabziBihari Shakarkand Bhujiya Recipe is a simple delicious recipe prepared with sweet potatoes, regular potatoes or for that matter arbi as well. This sweet potato is tossed in a kadai with cumin and green chillies along with the touch of turmeric powder and salt. They typically make these Aloo Bhujia really crispy on the outer and soft on the inner, making it like an Indian French fry, which is not deep fried. Prepare this Bihari Shakarkand Bhujiya and serve with and for a weekday meal. If you like this recipe, you can also try other Bihari recipe such asSweet Potatoes|Turmeric powder (Haldi)|Cumin seeds (Jeera)|Green Chillies|Mustard oil|Salt",1
It is difficult to achieve a spirit of genuine cooperation as long as people remain indifferent to the feelings and happiness of others.,0
"Aim for success, not perfection. Never give up your right to be wrong, because then you will lose the ability to learn new things and move forward with your life.",0
What we see is mainly what we look for.,0
The best place to find a helping hand is at the end of your own arm.,0
"Pita Sandwich With Cauliflower Falafel And Roasted Vegetables Recipe is a baked cauliflower stuffed sandwich. Falafel is a deep fried ball or patty made from ground chickpeas, beans or both. Falafel is a traditional middle eastern food, commonly served in a pita bread. The falafel are topped with salads, pickled vegetables, variety of sauces and drizzled with tahini sauce. This is a recipe with the twist as we are using cauliflower as major ingredient for falafel. Cauliflower Falafel can also be eaten on its own as a snack or served as part of appetizers or could be stuffed inside the breads or rolls. Serve   warm along with a and a cup of  . If you like this recipe, you can also try other   such as:Extra Virgin Olive Oil|Green Bell Pepper (Capsicum)|Portobello mushrooms|Carrot (Gajjar)|Onion|Salt and Pepper|Cauliflower (gobi)|Kabuli Chana (White Chickpeas)|Onion|Parsley leaves|Coriander (Dhania) Leaves|Garlic|Lemon juice|Extra Virgin Olive Oil|Turmeric powder (Haldi)|Cumin powder (Jeera)|Red Chilli powder|Coriander Powder (Dhania)|Quinoa flour|Chia Seeds|Salt and Pepper|Tomato|Iceberg lettuce|Tahini",1
Your mind will answer most questions if you learn to relax and wait for the answer.,0
Sometimes the cards we are dealt are not always fair. However you must keep smiling and moving on.,0
"      - Black Eyed Peas Masala (Recipe In Hindi)                     .                    ,      |||||| |||  | || |  | ||| ",1
From small beginnings come great things.,0
"Baingan Ki Lonje Recipe - Uttar Pradesh Style Brinjal SabziBaingan Ki Lonje is a traditional recipe from the state of Uttar Pradesh. Baingan or eggplants are not preferred by many, however this unique recipe will let even the eggplant hater try this yummy dish. The eggplants are coated with a spicy and aromatic onion paste and then slow cooked to impart all its flavours into the dish. The secret lies in the freshly made spice mix that is added to the onion masala which is then coated over the eggplants. Serve Baingan Ki Lonje Recipe (Uttar Pradesh Style Brinjal Sabzi) with steamed rice, and for a weeknight dinner. If you like this recipe, try more recipes likeBrinjal (Baingan / Eggplant)|Onion|Cloves (Laung)|Ginger|Sugar|Lemon juice|Salt|Dry Red Chillies|Cinnamon Stick (Dalchini)|Cardamom (Elaichi) Pods/Seeds|Whole Black Peppercorns|Cloves (Laung)",1
Kindness is the greatest wisdom.,0
"   - Village Style Pepper Rasam (Recipe In Hindi)       ,         .                        .     ,   ,                   ,         ||| ||  ||  | |||",1
"Maharashtrian Style Namkeen Shankarpali (Savory Flaky Pastry Diamonds Recipe) Maharashtrian Style Namkeen Shankarpali (Savory Flaky Pastry Diamonds Recipe) is a scrumptious snack that is savory and lightly sweet. The snack is made from whole wheat flour and semolina, spiced with red chili powder. The flakiness of the snack is mainly obtained from the hot ghee that is used while preparing the dough. Once these are made, it can be made and stored in an airtight jar for couple of weeks. The best snack to be had along with your hot cup of chai or coffee during a monsoon evening. Serve the Namkeen Shankarpali along with hot  or   to make your evening special. If you are looking for more snack recipes here are some:Whole Wheat Flour|Sooji (Semolina/ Rava)|Cumin seeds (Jeera)|Red Chilli powder|Salt",1
"Consider that not only do negative thoughts and emotions destroy our experience of peace, they also undermine our health.",0
Those who are blessed with the most talent don't necessarily outperform everyone else. It's the people with follow-through who excel.,0
"Vegetable Yakhni Pulao RecipeThe origins of   lies back to Persia and was introduced to Indians by the Mughal rulers. Aromatic spices are the essence of this pulao or pilaf. Yogurt is another ingredient which is the key to bringing all these flavours together and giving this pulao its unique flavor. Serve the If you like this recipe, you can also try other   that you can pack for your Lunch Box:Ajwain (Carom seeds)|Coriander (Dhania) Seeds|Fennel seeds (Saunf)|Cloves (Laung)|Cardamom (Elaichi) Pods/Seeds|Cinnamon Stick (Dalchini)|Whole Black Peppercorns|Basmati rice|Onion|Ginger|Garlic|Green Chillies|Bay leaf (tej patta)|Carrot (Gajjar)|Cauliflower (gobi)|Green beans (French Beans)|Green peas (Matar)|Mint Leaves (Pudina)|Salt|Caramelized onions|Mint Leaves (Pudina)|Cashew nuts|Sultana Raisins",1
"I never worry about action, but only inaction.",0
"Veggie Chop Burger RecipeThe Veggie Chop Burger is an Indo-western vegetarian burger where the bun is sandwiched with a desi style vegetable cutlet. The chop is crunchy outside and soft inside; placed between a soft whole wheat burger buns with choice of your fillings like onion slices, tomato slices, crunchy lettuce leaves and a nice dollop of the Veeba Burger Mayonnaise. Its so simple to put this burger together that you can enjoy a healthy, hygienic, delicious burger at the comfort of your home. Serve the Veggie Chop Burger along with a glass of   for a perfect weeknight dinner that you can enjoy with kids. If you like making Burgers at home, then you can try some of our homemade burger recipesCarrots (Gajjar)|Beetroot|Potatoes (Aloo)|Green peas (Matar)|Sweet corn|Onions|Green Chillies|Ginger|Cumin powder (Jeera)|Red Chilli powder|Salt|Sunflower Oil|Corn flour|Water|Whole Wheat Bread crumbs|Burger buns|Veeba Burger Mayonnaise|Onions|Tomatoes|Iceberg lettuce",1
"     - Andhra Style Kandi Pachadi (Recipe In Hindi)               .            ,         .                 .       ,  ,                   ,         |  (split)|  |  ||||||  |  | ||",1
The energy of the mind is the essence of life.,0
"Any of us can achieve virtue, if by virtue we merely mean the avoidance of the vices that do not attract us.",0
Moments of complete apathy are the best for new creations.,0
"North Indian Chawli ki Sabzi Recipe | Yard Long Beans | Barbati | KaramaniNorth Indian Chawli ki Sabzi Recipe is a dish that is eaten a lot by the people in North India. The long beans is type of legume that is used a lot in North India. They typically use the pod as well which is called the black eyed beans to make a sabzi out of it. The recipe is quick simple, all you need is to chop the beans and pressure cook and toss it along with simple masala to make this delicious tasting sabzi. Serve the North Indian Chawli ki Sabzi Recipe along with , and to make a healthy lunch or dinner If you are looking for more dry sabzi recipes here are some :Green Chawli Beans (Yard long beans/Karamani/Barbati)|Ajwain (Carom seeds)|Garlic|Tomatoes|Red Chilli powder|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Amchur (Dry Mango Powder)|Jaggery|Salt|Mustard oil",1
The future belongs to those who believe in the beauty of their dreams.,0
Let us be grateful to people who make us happy; they are the charming gardeners who make our souls blossom.,0
Garlic Knot RecipeGarlic Knot Recipe is an oven baked Italian bread brushed with garlic butter spread with a soft crunch and a chewy quality that you will cherish. Pair it up with any pasta like Spinach Corn Pasta in Whole Wheat White Sauce and have a mouthful of garlic knot bite dipped in Low Fat Vegetable Dip Recipe with Herbs for a delicious treat. This alone can make a snack during tea time or it can be served as a starter for a dinner party. Serve Garlic Knots as a tea time snack along with a cup of  and  .All Purpose Flour (Maida)|Baking powder|Extra Virgin Olive Oil|Salt|Sugar|Lukewarm Water|Butter (Salted)|Garlic|Parsley leaves|Basil leaves|Red Chilli flakes|Salt,1
"Indian Style Tapenade RecipeTapenade is a popular food in the south of France which is usually a spread that is eaten with bread. The base ingredient of Tapenade is Olive. Olives and capers are finely chopped, crushed or blended to make a spread. To give it an Indian twist, we are using moong with olives to make this recipe. Serve Indian Style Tapenade with hot  for your tea time break or you can also serve it for breakfast. If you like this recipe, you can also try similar recipes such asFrench bread|Green Moong Dal (Whole)|Salt|Black olives|Green olives|Onions|Garlic|Green Chilli|Extra Virgin Olive Oil|Lemon zest|Parsley leaves|Dry Red Chillies|Lemon juice|Extra Virgin Olive Oil|Dry Red Chilli",1
"Kesar Pista Lassi Recipe - Saffron & Pista Lassi RecipeThe   is a cooling summer drink made with fresh homemade yogurt, pista and saffron strands.This lassi makes a delicious and cooling drink after a spicy north indian meal and even the children will love it. Kesar Pista Lassi makes a perfect welcome drink when you have unexpected guests at home as well. It quick to make and everyone will love this delicious concoction. Serve the Kesar Pista Lassi Recipe along with  ,  for a special weekend lunch or dinner. If you like this Kesar Pista Lassi Recipe, you can also try some of the other Lassi RecipesSugar|Fresh cream|Saffron strands|Pistachios|Ice cubes",1
Being angry never solves anything.,0
"When you see a man of worth, think of how you may emulate him. When you see one who is unworthy, examine yourself.",0
Every new day is another chance to change your life.,0
"Moong Sprouts Pulao RecipeCooking healthy is as important as cooking easy sometimes. There are many ways to use sprouts in dishes and this recipe uses sprouts in a one pot dish for one of those quick weekday tiffin boxes or quick dinners. This is a delicious pulav recipe which you can also make as a side dish for your Weekend meals. Serve   along with  ,  and a roasted papad for a wholesome and a fulfilling weekday meal. You can even pack it in your kids lunch box. If you like this recipe, you can also try other   such as Basmati rice|Cumin seeds (Jeera)|Onion|Tomato|Ginger|Cloves (Laung)|Cardamom (Elaichi) Pods/Seeds|Cinnamon Stick (Dalchini)|Bay leaves (tej patta)|Whole Black Peppercorns|Green Chillies|Coriander (Dhania) Leaves|Sunflower Oil|Salt",1
"Uttar Pradesh Style Satpaita Dal RecipeSatpaita Dal is a popular winter special recipe in Uttar Pradesh. this dish is such a comforting dish and must have often during winters. This dal has got mixed lentils cooked with spinach and then finally topped with flavoursome garlic tadka. This recipe is not only gluten-free but it is also filled with goodness of spinach & various lentils. This dal recipe is typically eaten with rice. Serve Uttar Pradesh Style Satpaita Dal Recipe along with  ,   and   to make a complete meal. If you like this recipe, try more recipes likeChana dal (Bengal Gram Dal)|White Urad Dal (Split)|Spinach Leaves (Palak)|Onion|Tomatoes|Turmeric powder (Haldi)|Cumin powder (Jeera)|Coriander Powder (Dhania)|Whole Black Peppercorns|Red Chilli powder|Green Chillies|Bay leaves (tej patta)|Sunflower Oil|Salt|Cumin seeds (Jeera)|Garlic|Asafoetida (hing)|Green Chillies",1
The worst bankrupt in the world is the person who has lost his enthusiasm.,0
"Healthy Eggless Date Squares RecipeHealthy Eggless Date Squares Recipe low-fat Make as a mid-day snack or pack it for kids snack box as well. You can stock your pantries or office desk with nutritious energy bars like  ,  . All Purpose Flour (Maida)|Whole Wheat Flour|Cardamom Powder (Elaichi)|Salt|Baking powder|Cashew nuts|Dates|Milk|Custard powder|Brown Sugar (Demerara Sugar)|Sunflower Oil|Water",1
"   - Allahabadi Tehri (Recipe In Hindi)                .                   .                 .     ,                  ,      || |||| | || |  |||||| | |  | | |  ||  |",1
I have done my best: that is about all the philosophy of living one needs.,0
Thought is the blossom; language the bud; action the fruit behind it.,0
Write your plans in pencil and give God the eraser.,0
No day in which you learn something is a complete loss.,0
Quality means doing it right when no one is looking.,0
"Ragi Masala Twisters Recipe-Healthy SnackRagi Masala Twisters are baked savory healthy snacks recipe made with ragi and whole wheat flour and uses very less oil. These Masala Twisters are a healthy munch even for the weight watchers. It is also a nice recipe to include nutritious and beneficial ragi in daily food. Serve Ragi Masala Twisters recipe during tea time with   or  . If you like this recipe, you can try to make more ragi recipesWhole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Coriander (Dhania) Leaves|Ginger|Garlic|Green Chilli|Sugar|Sunflower Oil|Cumin seeds (Jeera)|Turmeric powder (Haldi)|Salt",1
"Whole Wheat Vegetable Chilla (Cheela) RecipeThe Whole Wheat Vegetable Chilla (Cheela) Recipeis an easy to make recipe specially for breakfast. To make this cheela simply mix the whole wheat flour in water and make a thick lump free batter. Then mix the chopped vegetables in it. Spread this on a greased frying pan and fry it on both sides. Whole wheat flour made from  is the healthiest flour as it is loaded with vitamins, calcium, phosphorous, zinc,iron and folic acid. It is a good source of dietary fiber too. Since it is loaded with vegetables this is extremely nutritious too. The Aate Ka Chilla gets cooked within 20 Minutes.  If you like this recipe, take a look at more recipes likeWhole Wheat Flour|Water|Onion|Tomatoes|Green Bell Pepper (Capsicum)|Turmeric powder (Haldi)|Cumin seeds (Jeera)|Red Chilli powder|Coriander (Dhania) Leaves|Salt|Sunflower Oil",1
"Mizoram Inspired Veg Sawhchiar Recipe-Rice Pilaf With Kashmiri Red Chillies, Bay Leaf and PaneerMizoram Veg Sawhchiar Recipe is the rice pilaf recipe which is made with only vegetarian ingredients, which is a twist to the traditional Mizoram recipe ofSawhchiar which uses majorly non vegetarian ingredients like chicken or pork. In this recipe, I have kept the traditional ingredients like lettuce, spinach, black pepper and cardamom but have also added paneer & bay leaf for added flavour and vigour to the dish. ServeMizoram Inspired Veg Sawhchiar Recipe along with and for lunch with family. Here are a few more recipes from North EastBasmati rice|Cardamom (Elaichi) Pods/Seeds|Bay leaf (tej patta)|Kashmiri dry red chillies|Iceberg lettuce|Spinach Leaves (Palak)|Black pepper powder|Salt|Oil",1
"Keep silence for the most part, and speak only when you must, and then briefly.",0
"Arbi Gosht Masala Recipe - Mutton Arbi Curry In Electric Pressure CookerArbi/colocasia is one of the oldest vegetables of the Indian Subcontinent and is used in many Indian Recipes where it is cooked along with different kinds of meats. The Arbi Gosht Masala/ Mutton Arbi Curry is famous dish from North India where the mutton and arbi are cooked in whole spices like whole black cardamom, black pepper, cinnamon and cloves and finally made into a gravy along with ginger, garlic, onion and tomatoes which brings delicious flavours of this arbi mutton curry. Preparing Arbi is easy and to prepare, wash arbi, trim the ends, peel away its outer tough hairy skin using a knife. Place its white interior flesh in cold water to remove sticky sap and then start making this curry.  Arbi is loaded with potassium, phosphorous, magnesium, manganese and copper. Arbi root contains a good amount of dietary fiber and carbohydrates, as well as vitamins A and C. ServeArbi Gosht with , , ,  for a perfect weekend lunch or dinner. You can also serve or to end your scrumptious meal on a sweet note. If you are looking for more mutton recipes here are some :Mutton|Colocasia root (Arbi)|Cinnamon Stick (Dalchini)|Black pepper corns|Cloves (Laung)|Black cardamom (Badi Elaichi)|Onion|Ginger|Garlic|Green Chillies|Tomatoes|Red Chilli powder|Coriander Powder (Dhania)|Turmeric powder (Haldi)|Coriander (Dhania) Leaves|Mustard oil|Salt",1
"Italian Ricotta Crostini with Olives and Cherry Tomatoes RecipeItalian Ricotta Crostini with Olives and Cherry Tomatoes Recipe is made ciabatta bread and topped with the more common Italian cottage cheese called Ricotta. Ricotta has a very ancient history in Italian cuisine. Applying a thick coat of Ricotta Cheese on oven baked Ciabatta makes for an ideal starter to a long party evening. The Ricotta topped Crostini can be made to look and taste more appealing with a generous topping of olives, tomatoes and basil. One can also sprinkle oregano and chilli flakes depending on taste preference. Serve Italian Ricotta Crostini with Olives and Cherry Tomatoes Recipe with   and   for an Indo-Italian fusion dinner. See the other crostini recipes that we haveCiabatta bread|Cherry tomatoes|Ricotta Cheese|Basil leaves|Extra Virgin Olive Oil|Salt|Fresh Thyme leaves|Rosemary",1
"Spicy Egg Biryani Recipe with Figaro Olive OilSpicy Egg Biryani is made with the combination of rice, eggs and a lot of spices. This is a perfect dish when you have guests at your home or if you are planning to organize a house party. Pure olive oil is rich in Vitamin E - Vitamin E is an antioxidant that protects body tissue from damage. Vitamin E is one of the most essential vitamins which is needed to keep our eyes, skin, hair & bones healthy. Serve Spicy Egg Biryani along with and   for a delicious weekend meal. You can also try other Biryani recipes such asBasmati rice|Onions|Onion|Tomatoes|Whole Eggs|Green Chillies|Ginger|Garlic|Mint Leaves (Pudina)|Saffron strands|Turmeric powder (Haldi)|Red Chilli powder|Bay leaves (tej patta)|Cinnamon Stick (Dalchini)|Cloves (Laung)|Salt|Onions|Coriander (Dhania) Leaves|Cashew nuts|Coriander (Dhania) Leaves|Cashew nuts",1
The two most powerful warriors are patience and time.,0
"Aerodynamically the bumblebee shouldn't be able to fly, but the bumblebee doesn't know that so it goes on flying anyway.",0
"For everything that lives is holy, life delights in life.",0
"Vazhaipoo Bajra Adai Recipe - Banana Flower & Pearl Millet DosaVazhaipoo Bajra Adai Recipe (Banana Flower & Pearl Millet Crepe), a nutritious meal that is made with banana flower which is mixed along with 5 different kinds of dals like moong dal, toor dal, urad dal and channa dal. In order to keep it highly nutritious we have also added pearl millet which is rich in fiber and protein content. Banana flower is rich in protein content, it is also helpful in managing diabetics. The adai as a whole will give you a healthy start for your day. Serve the Vazhaipoo Bajra Adai Recipe along with and to make it a wholesome high protein meal. If you are looking for more Adai Recipes here are some :Banana flower (Vazhaipoo)|Onion|Turmeric powder (Haldi)|Salt|White Urad Dal (Split)|Arhar dal (Split Toor Dal)|Chana dal (Bengal Gram Dal)|Bajra (seeds)|Whole Black Pepper Corns|Curry leaves",1
We make our own fortunes and we call them fate.,0
Time is the wisest counsellor of all.,0
Never put off till tomorrow what you can do today.,0
"Egg Pulao Recipe is a delicious spicy preparation of seared eggs cooked with rice and aromatic spices. Egg pulao can be served with raita or even any spicy curry of your choice. This recipe is an ultimate meal to be enjoyed with family on weekends. If you want the pulao to be more or less spicy adjust the hotness accordingly. Furthermore, Egg Pulao can be cooked in a jiffy when you have sudden guest at home for a meal. Serve  along with  ,   or any other Raita of your choice and a roasted papad for your everyday meal. If you like this recipe, you can also try other   that you can make in your kitchen: Whole Eggs|Red Chilli powder|Whole Black Peppercorns|Green Chillies|Garlic|Ginger|Basmati rice|Onions|Tomato|Green Chillies|Mint Leaves (Pudina)|Coriander (Dhania) Leaves|Lemon juice|Water|Cumin seeds (Jeera)|Cardamom (Elaichi) Pods/Seeds|Bay leaves (tej patta)|Cinnamon Stick (Dalchini)|Star anise|Turmeric powder (Haldi)|Whole Black Peppercorns|Salt",1
"Pear and Apple Coleslaw RecipeThe Pear and Apple Coleslaw Recipe is a wholesome salad that is simple and quick to make and full of flavors. Coleslaw is essentially a salad comprising of vegetables tossed in mayonnaise. This particular recipe, however, uses a healthy alternative. The fruits in the coleslaw gives the salad a sweet after taste that is much loved! Prepping the dressing in advance gives the ingredients a chance to fuse into each other rendering a creamy delicious sauce. The Pear and Apple Coleslaw makes a perfect accompaniment with  ; I quite often fill my   with the Pear and Apple Coleslaw Recipe and serve it for dinner. If you like this recipe, try more recipes likeCabbage (Patta Gobi/ Muttaikose)|Apple|Pears|Pineapple juice|Sugar|Coriander (Dhania) Leaves",1
"Steamed Sweet Corn Recipe Flavored with Chaat Masala Recipe The Steamed Sweet Corn Recipe is a simple and very healthy recipe that is packed with flavors of chaat masala and black salt. Sweet corn either steamed or charcoal grilled is a favorite street food of India and we simply enjoy it more during the monsoons. This recipe is healthy and makes a great after school snack for kids too. Sweet corn is a very functional food that is rich in carbohydrates and multiple nutrients that bring benefits to the body. Sweet corn also has a moderate amount of potassium content that is needed for a good heart function, muscle contractions and bone strength. Serve theSteamed Sweet Corn Recipe Flavored with Chaat Masala Recipe as a Tea Time snack Recipe with a hot cup of  . You can also serve it as part of a meal made up of and . If your are looking for more Tea Time Snack Recipe Here are some :Sweet corn|Black Salt (Kala Namak)|Chaat Masala Powder|Lemon juice|Salt",1
"Neither genius, fame, nor love show the greatness of the soul. Only kindness can do that.",0
"Karnataka Style Bendekayi Gojju - Kayirasa RecipeKarnataka Style Bendekayi Gojju/Kayirasa Recipe is the Karnataka style Okra curry in a tamarind coconut gravy which is one of the popular gravy recipes made with Okra/ladys finger. The recipe is a simple dish to prepare and flavorful as well. There is a note of sweetness from Jaggery which helps cut the spiciness added to the gravy from the red chillies. Serve Karnataka Style Bendekayi Gojju/Kayirasa with , and for a comforting lunch. If you like this recipe, look at more Bhindi/Okra recipesBhindi (Lady Finger/Okra)|Fresh coconut|Dry Red Chillies|White Urad Dal (Split)|Chana dal (Bengal Gram Dal)|Tamarind|Jaggery|Mustard seeds|Dry Red Chillies|Curry leaves|Sunflower Oil|Salt",1
